Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Definition,0,file_id,serial_number,1,,time_created,1,,manufacturer,1,,product,1,,number,1,,unknown,1,,type,1,,
Data,0,file_id,serial_number,"3478404119",,time_created,"1091538180",,manufacturer,"1",,garmin_product,"4394",,number,"14",,type,"32",,,,,
Definition,1,device_info,timestamp,1,,serial_number,1,,manufacturer,1,,product,1,,software_version,1,,,,,,,,
Data,1,device_info,timestamp,"1091538180",s,serial_number,"3478404119",,manufacturer,"1",,garmin_product,"4394",,software_version,"16.1",,,,,,,,
Definition,2,software,version,1,,,,,,,,,,,,,,,,,,,,
Data,2,software,version,"6.0",,,,,,,,,,,,,,,,,,,,
Definition,3,unknown,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,
Data,3,unknown,unknown,"0",,unknown,"0",,unknown,"200",,,,,,,,,,,,,,
Definition,4,monitoring_info,timestamp,1,,local_timestamp,1,,cycles_to_distance,2,,cycles_to_calories,2,,unknown,2,,resting_metabolic_rate,1,,activity_type,2,,unknown,1,,
Data,4,monitoring_info,timestamp,"1091538180",s,local_timestamp,"1091545380",s,cycles_to_distance,"1.7622|2.6432",m/cycle,cycles_to_calories,"0.0982|0.3092",kcal/cycle,unknown,"11620|11620",,resting_metabolic_rate,"2837",kcal / day,activity_type,"6|1",,,,,
Definition,5,unknown,unknown,25,,,,,,,,,,,,,,,,,,,,,,,
Data,5,unknown,unknown,"10|141|15|65|0|2|0|224|230|0|0|192|205|1|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,5,unknown,unknown,"10|141|15|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Definition,6,monitoring,timestamp,1,,distance,1,,cycles,1,,active_time,1,,active_calories,1,,duration_min,1,,activity_type,1,,,,,
Data,6,monitoring,timestamp,"1091538180",s,distance,"0.0",m,cycles,"0.0",cycles,active_time,"1627.0",s,active_calories,"139",kcal,duration_min,"903",min,activity_type,"0",,,,,
Data,6,monitoring,timestamp,"1091538180",s,distance,"6091.94",m,steps,"6914",cycles,active_time,"7559.0",s,active_calories,"640",kcal,duration_min,"903",min,activity_type,"6",,,,,
Definition,7,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp,"1091538180",s,unknown,"58328",,unknown,"46750",,,,,,,,,,,,,,,,,
Definition,0,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"1091538180",s,unknown,"4",,unknown,"2",,,,,,,,,,,,,,,,,
Definition,1,monitoring_hr_data,timestamp,1,,resting_heart_rate,1,,current_day_resting_heart_rate,1,,,,,,,,,,,,,,,,,
Data,1,monitoring_hr_data,timestamp,"1091538180",s,resting_heart_rate,"54",bpm,current_day_resting_heart_rate,"54",bpm,,,,,,,,,,,,,,,,
Definition,2,ohr_settings,timestamp,1,,enabled,1,,,,,,,,,,,,,,,,,,,,
Data,2,ohr_settings,timestamp,"1091538180",s,enabled,"1",,,,,,,,,,,,,,,,,,,,
Definition,3,event,timestamp,1,,data16,1,,event,1,,event_type,1,,,,,,,,,,,,,,
Data,3,event,timestamp,"1091538186",s,data16,"200",,event,"78",,event_type,"3",,data,"200",,,,,,,,,,,
Definition,4,unknown,unknown,4,,,,,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"0|0|0|72",,,,,,,,,,,,,,,,,,,,,,,
Definition,5,stress_level,stress_level_time,1,,stress_level_value,1,,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,
Data,5,stress_level,stress_level_time,"1091538240",s,stress_level_value,"-2",,unknown,"102",,unknown,"32",,unknown,"1",,,,,,,,,,,
Definition,6,respiration_rate,timestamp,1,,respiration_rate,1,,,,,,,,,,,,,,,,,,,,
Data,6,respiration_rate,timestamp,"1091538240",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Definition,7,monitoring,timestamp_16,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"36160",s,heart_rate,"97",bpm,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"100|160|1|176",,,,,,,,,,,,,,,,,,,,,,,
Definition,0,unknown,unknown,25,,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"86|141|15|65|2|2|84|157|157|52|52|27|0|0|0|0|0|53|52|53|53|53|1|0|41",,,,,,,,,,,,,,,,,,,,,,,
Definition,1,monitoring,timestamp,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"1091538240",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,5,stress_level,stress_level_time,"1091538300",s,stress_level_value,"-2",,unknown,"102",,unknown,"32",,unknown,"1",,,,,,,,,,,
Data,6,respiration_rate,timestamp,"1091538300",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"36220",s,heart_rate,"106",bpm,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"46|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"151|141|15|65|2|2|5|189|194|52|86|27|0|1|1|2|1|87|87|86|87|87|1|23|39",,,,,,,,,,,,,,,,,,,,,,,
Definition,2,monitoring,cycles,1,,active_time,1,,active_calories,1,,timestamp_16,1,,current_activity_type_intensity,1,,,,,,,,,,,
Data,2,monitoring,cycles,"0.0",cycles,active_time,"1687.0",s,active_calories,"143",kcal,timestamp_16,"36220",s,current_activity_type_intensity,"160",,activity_type,"0",,intensity,"5.0",,,,,
Data,5,stress_level,stress_level_time,"1091538360",s,stress_level_value,"-2",,unknown,"102",,unknown,"32",,unknown,"1",,,,,,,,,,,
Data,6,respiration_rate,timestamp,"1091538360",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"36280",s,heart_rate,"108",bpm,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"10|0|4|240",,,,,,,,,,,,,,,,,,,,,,,
Definition,3,event,timestamp,1,,start_timestamp,1,,data16,1,,event,1,,event_type,1,,activity_type,1,,unknown,1,,,,,
Data,3,event,timestamp,"1091538420",s,auto_activity_detect_start_timestamp,"1091534760",s,data16,"46",,event,"54",,event_type,"3",,activity_type,"0",,auto_activity_detect_duration,"46",,,,,
Data,5,stress_level,stress_level_time,"1091538420",s,stress_level_value,"-2",,unknown,"102",,unknown,"32",,unknown,"1",,,,,,,,,,,
Data,6,respiration_rate,timestamp,"1091538420",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"36340",s,heart_rate,"106",bpm,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"20|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,steps,"7016",cycles,active_time,"7679.0",s,active_calories,"647",kcal,timestamp_16,"36340",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,
Data,5,stress_level,stress_level_time,"1091538480",s,stress_level_value,"85",,unknown,"-80",,unknown,"32",,unknown,"1",,,,,,,,,,,
Data,6,respiration_rate,timestamp,"1091538480",,respiration_rate,"12.71",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"36400",s,heart_rate,"108",bpm,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"0|0|0|80",,,,,,,,,,,,,,,,,,,,,,,
Data,3,event,timestamp,"1091538540",s,auto_activity_detect_start_timestamp,"1091537520",s,data16,"2",,event,"54",,event_type,"3",,activity_type,"8",,auto_activity_detect_duration,"2",,,,,
Data,2,monitoring,cycles,"0.0",cycles,active_time,"1747.0",s,active_calories,"144",kcal,timestamp_16,"36400",s,current_activity_type_intensity,"96",,activity_type,"0",,intensity,"3.0",,,,,
Data,5,stress_level,stress_level_time,"1091538540",s,stress_level_value,"-2",,unknown,"102",,unknown,"32",,unknown,"1",,,,,,,,,,,
Data,6,respiration_rate,timestamp,"1091538540",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"36460",s,heart_rate,"90",bpm,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"29|2|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,5,stress_level,stress_level_time,"1091538600",s,stress_level_value,"86",,unknown,"-81",,unknown,"31",,unknown,"1",,,,,,,,,,,
Data,6,respiration_rate,timestamp,"1091538600",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"36520",s,heart_rate,"91",bpm,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"46|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,5,stress_level,stress_level_time,"1091538660",s,stress_level_value,"-2",,unknown,"102",,unknown,"31",,unknown,"1",,,,,,,,,,,
Data,6,respiration_rate,timestamp,"1091538660",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"36580",s,heart_rate,"92",bpm,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"20|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
