Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Definition,0,file_id,serial_number,1,,time_created,1,,manufacturer,1,,product,1,,number,1,,unknown,1,,type,1,,
Data,0,file_id,serial_number,"3478404119",,time_created,"1092859620",,manufacturer,"1",,garmin_product,"4394",,number,"83",,type,"32",,,,,
Definition,1,device_info,timestamp,1,,serial_number,1,,manufacturer,1,,product,1,,software_version,1,,,,,,,,
Data,1,device_info,timestamp,"1092859620",s,serial_number,"3478404119",,manufacturer,"1",,garmin_product,"4394",,software_version,"16.11",,,,,,,,
Definition,2,software,version,1,,,,,,,,,,,,,,,,,,,,
Data,2,software,version,"6.0",,,,,,,,,,,,,,,,,,,,
Definition,3,unknown,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,
Data,3,unknown,unknown,"0",,unknown,"0",,unknown,"200",,,,,,,,,,,,,,
Definition,4,monitoring_info,timestamp,1,,local_timestamp,1,,cycles_to_distance,2,,cycles_to_calories,2,,unknown,2,,resting_metabolic_rate,1,,activity_type,2,,unknown,1,,
Data,4,monitoring_info,timestamp,"1092859620",s,local_timestamp,"1092866820",s,cycles_to_distance,"1.7622|2.6432",m/cycle,cycles_to_calories,"0.0982|0.3092",kcal/cycle,unknown,"9650|9650",,resting_metabolic_rate,"2837",kcal / day,activity_type,"6|1",,,,,
Definition,5,unknown,unknown,25,,,,,,,,,,,,,,,,,,,,,,,
Data,5,unknown,unknown,"25|183|35|65|0|2|0|224|230|0|0|192|205|1|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,5,unknown,unknown,"25|183|35|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Definition,6,monitoring,timestamp,1,,distance,1,,cycles,1,,active_time,1,,active_calories,1,,duration_min,1,,activity_type,1,,,,,
Data,6,monitoring,timestamp,"1092859620",s,distance,"0.0",m,cycles,"0.0",cycles,active_time,"6373.0",s,active_calories,"468",kcal,duration_min,"1327",min,activity_type,"0",,,,,
Data,6,monitoring,timestamp,"1092859620",s,distance,"5364.19",m,steps,"6088",cycles,active_time,"9954.0",s,active_calories,"793",kcal,duration_min,"1327",min,activity_type,"6",,,,,
Data,6,monitoring,timestamp,"1092859620",s,distance,"457.27",m,steps,"346",cycles,active_time,"130.0",s,active_calories,"7",kcal,duration_min,"1327",min,activity_type,"1",,,,,
Definition,7,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp,"1092859620",s,unknown,"46941",,unknown,"46547",,,,,,,,,,,,,,,,,
Definition,0,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"1092859620",s,unknown,"8",,unknown,"11",,,,,,,,,,,,,,,,,
Definition,1,monitoring_hr_data,timestamp,1,,resting_heart_rate,1,,current_day_resting_heart_rate,1,,,,,,,,,,,,,,,,,
Data,1,monitoring_hr_data,timestamp,"1092859620",s,resting_heart_rate,"56",bpm,current_day_resting_heart_rate,"53",bpm,,,,,,,,,,,,,,,,
Definition,2,ohr_settings,timestamp,1,,enabled,1,,,,,,,,,,,,,,,,,,,,
Data,2,ohr_settings,timestamp,"1092859620",s,enabled,"1",,,,,,,,,,,,,,,,,,,,
Definition,3,event,timestamp,1,,data16,1,,event,1,,event_type,1,,,,,,,,,,,,,,
Data,3,event,timestamp,"1092859673",s,data16,"200",,event,"78",,event_type,"3",,data,"200",,,,,,,,,,,
Definition,4,stress_level,stress_level_time,1,,stress_level_value,1,,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1092859680",s,stress_level_value,"63",,unknown,"-51",,unknown,"5",,unknown,"1",,,,,,,,,,,
Definition,5,respiration_rate,timestamp,1,,respiration_rate,1,,,,,,,,,,,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1092859680",,respiration_rate,"12.96",breaths/min,,,,,,,,,,,,,,,,,,,
Definition,6,monitoring,timestamp_16,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,timestamp_16,"46880",s,heart_rate,"83",bpm,,,,,,,,,,,,,,,,,,,
Definition,7,unknown,unknown,4,,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"10|64|19|32",,,,,,,,,,,,,,,,,,,,,,,
Definition,0,unknown,unknown,25,,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|0|34|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|3|2|226|8|0|210|255|255|255|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|4|43|15|0|0|255|255|255|255|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|5|245|4|0|0|255|255|255|255|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|6|54|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|7|16|196|59|66|0|0|244|185|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|8|192|48|58|66|0|0|31|186|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|9|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|10|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"49|183|35|65|3|11|180|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1092859740",s,stress_level_value,"-2",,unknown,"102",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1092859740",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,timestamp_16,"46940",s,heart_rate,"90",bpm,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"8|0|4|240",,,,,,,,,,,,,,,,,,,,,,,
Definition,1,event,timestamp,1,,start_timestamp,1,,data16,1,,event,1,,event_type,1,,activity_type,1,,unknown,1,,,,,
Data,1,event,timestamp,"1092859800",s,auto_activity_detect_start_timestamp,"1092855900",s,data16,"50",,event,"54",,event_type,"3",,activity_type,"0",,auto_activity_detect_duration,"50",,,,,
Data,4,stress_level,stress_level_time,"1092859800",s,stress_level_value,"-2",,unknown,"102",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1092859800",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,timestamp_16,"47000",s,heart_rate,"107",bpm,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"157|183|35|65|2|2|16|58|66|63|70|43|1|2|2|2|1|75|74|73|72|71|1|16|63",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"100|192|1|176",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"177|183|35|65|2|2|17|95|104|79|87|43|2|2|1|2|2|91|91|90|90|88|1|18|74",,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"192|183|35|65|2|2|1|123|131|87|91|43|3|0|1|2|2|90|90|91|90|91|1|28|79",,,,,,,,,,,,,,,,,,,,,,,
Definition,2,monitoring,ascent,1,,unknown,1,,timestamp_16,1,,,,,,,,,,,,,,,,,
Data,2,monitoring,ascent,"7.922",m,unknown,"54864",,timestamp_16,"47025",s,,,,,,,,,,,,,,,,
Data,2,monitoring,ascent,"0.505",m,unknown,"55369",,timestamp_16,"47040",s,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1092859860",s,stress_level_value,"-2",,unknown,"102",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1092859860",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,timestamp_16,"47060",s,heart_rate,"104",bpm,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"46|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1092859920",s,stress_level_value,"-2",,unknown,"102",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1092859920",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"20|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,1,event,timestamp,"1092859980",s,auto_activity_detect_start_timestamp,"1092858900",s,data16,"3",,event,"54",,event_type,"3",,activity_type,"8",,auto_activity_detect_duration,"3",,,,,
Data,4,stress_level,stress_level_time,"1092859980",s,stress_level_value,"-2",,unknown,"102",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1092859980",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,timestamp_16,"47180",s,heart_rate,"101",bpm,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"46|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,4,stress_level,stress_level_time,"1092860040",s,stress_level_value,"-2",,unknown,"102",,unknown,"5",,unknown,"1",,,,,,,,,,,
Data,5,respiration_rate,timestamp,"1092860040",,respiration_rate,"-1.0",breaths/min,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"20|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,1,event,timestamp,"1092860100",s,auto_activity_detect_start_timestamp,"1092859080",s,data16,"2",,event,"54",,event_type,"3",,activity_type,"0",,auto_activity_detect_duration,"2",,,,,
Definition,3,monitoring,cycles,1,,active_time,1,,active_calories,1,,timestamp_16,1,,current_activity_type_intensity,1,,,,,,,,,,,
Data,3,monitoring,steps,"6428",cycles,active_time,"10229.0",s,active_calories,"814",kcal,timestamp_16,"47240",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,
